Settore Merceologico Principale,Settore Merceologico Secondario,Insegna,Tipo via,Via,Civico,Codice via,ZD,Accesso,Isolato,Settore Storico Cf Preval,Superficie Vendita,Superficie Altri Usi
alimentare,non alimentare,profumeria astesani,VIA,SAND GEORGE,1,1554,9,esterno,90,profumeria,88.0,32.0
alimentare,non alimentare,profumeria desire,PZA,SEI FEBBRAIO,16,6358,8,esterno,87,profumeria,32.0,0.0
alimentare,non alimentare,profumeria desire,VIA,MANZONI ALESSANDRO,20,230,1,esterno,255,profumeria,25.0,0.0
alimentare,non alimentare,profumeria desire,VIA,MONTI VINCENZO,56,6155,1,esterno,74,profumeria,28.0,0.0
alimentare,non alimentare,profumeria desire,VIA,TURATI FILIPPO,3,1053,1,esterno,93,profumeria,157.0,0.0
alimentare,non alimentare,profumeria desiree,CSO,GENOVA,3,5164,1,esterno,219,profumeria,68.0,0.0
alimentare,non alimentare,profumeria desiree,VIA,HUGO VICTOR,1,548,1,esterno,438,profumeria,58.0,0.0
alimentare,non alimentare,profumerie douglas,VIA,MANZONI ALESSANDRO,46,230,1,esterno,255,profumeria in parrucchiere,60.0,60.0
alimentare,non alimentare,punta sma,VIA,FRAPOLLI LUIGI,21,3288,4,esterno,231,minimercati,246.0,27.0
alimentare,non alimentare,punto sma,CSO,MONFORTE,18,348,1,esterno,191,minimercati,171.0,189.0
alimentare,non alimentare,punto sma,PZA,BAUSAN GIOVANNI,3,1262,9,esterno,30,drogheria,42.0,0.0
alimentare,non alimentare,punto sma,VIA,AMEDEO D'AOSTA,3,2095,3,esterno,126,supermercato alimentare,246.0,158.0
alimentare,non alimentare,punto sma,VIA,CORRENTI CESARE,6,555,1,esterno,281,minimercati,197.0,291.0
alimentare,non alimentare,punto sma,VIA,F.LLI POZZI,1/A,2480,2,esterno,180,minimercati,204.0,316.0
alimentare,non alimentare,punto sma,VIA,FUMAGALLI ANGELO CARLO,1,5149,6,esterno,71,minimercati,240.0,138.0
alimentare,non alimentare,punto sma,VIA,MURAT GIOACCHINO,85,1316,9,esterno,8,minimercati,249.0,105.0
alimentare,non alimentare,punto sma,VIA,SPALATO,14,1132,9,esterno,279,minimercati,244.0,22.0
alimentare,non alimentare,punto sma,VIA,VIGNOLI TITO,42,5134,6,esterno,149,minimercati,161.0,170.0
alimentare,non alimentare,rivendita pane salumeria,VIA,SAN BERNARDO,42,4351,5,esterno,199,minimercati,33.0,15.0
alimentare,non alimentare,ronchetti,VIA,FARINI CARLO,55,1114,9,esterno,205,drogheria,60.0,10.0
alimentare,non alimentare,roybeer homebrewing,VIA,PLINIO CAIO SECONDO,63,2144,3,esterno,108,vini - olii e liquori in recip,33.0,6.0
alimentare,non alimentare,sahara business sas.,VLE,BRIANZA,23,2263,2,esterno,3,macelleria islamica,96.0,170.0
alimentare,non alimentare,salumeria,VLE,TESTI FULVIO,86,1441,9,esterno,149,salumeria - rosticceria - cibi,35.0,0.0
alimentare,non alimentare,salumeria drogheria pane,VIA,BIELLA,20,5305,6,esterno,65,minimercati,60.0,0.0
alimentare,non alimentare,salumeria gastronomia,VIA,ANDREOLI DON GIUSEPPE,27,1467,9,esterno,12,salumeria - rosticceria - cibi,42.0,0.0
alimentare,non alimentare,salumeria posteria,VIA,TERTULLIANO,58,4094,4,esterno,186,posteria - bazar,38.0,20.0
alimentare,non alimentare,salumi formaggi latteria,VIA,PAGANO MARIO,69,6186,7,esterno,200,salumeria,34.0,17.0
alimentare,non alimentare,solarancio,VLE,STELVIO,39,1227,9,NP,212,articoli regalo,19.0,26.0
alimentare,non alimentare,sottocasa  snc.,VIA,DE ANGELIS MICHELE,15,1527,9,esterno,122,drogheria,90.0,10.0
alimentare,non alimentare,spaccio inter.x dipendent,VIA,DEGLI ARTIGIANELLI,10,1084,9,interno,72,spaccio aziendale alimentare,35.0,0.0
alimentare,non alimentare,spendibene,CSO,VENTIDUE MARZO,61,3074,4,esterno,252,drogheria,32.0,9.0
alimentare,non alimentare,svelto a e o,VIA,ARCHIMEDE,101,3086,4,esterno,227,minimercati,200.0,0.0
alimentare,non alimentare,tassi profumeria,FOR,BUONAPARTE,71,711,1,esterno,239,profumeria,85.0,0.0
alimentare,non alimentare,taste of england,PZA,VELASCA,5,335,1,esterno,356,drogheria,50.0,0.0
alimentare,non alimentare,the disney store,CSO,VITTORIO EMANUELE II,30,214,1,esterno,360,abbigliamento bambino,195.0,100.0
alimentare,non alimentare,tipica(pizza alim.asporto,PZA,LEGA LOMBARDA,1,7084,1,esterno,127,cibi cotti da asportare,60.0,40.0
alimentare,non alimentare,torrefazione vercelli,VIA,CHERUBINI FRANCESCO,2,6192,7,esterno,216,caffe crudo e torrefatto,12.0,20.0
alimentare,non alimentare,touba mini market,VIA,TARTINI GIUSEPPE,11,1501,9,esterno,57,minimercati,60.0,5.0
alimentare,non alimentare,tropical fruit,VIA,ROGGIA SCAGNA,1,2299,2,esterno,323,"frutta, verdura e funghi",22.0,0.0
alimentare,non alimentare,un isola verde srl.,VIA,STAMPA,13,538,1,esterno,350,erboristeria,35.0,0.0
alimentare,non alimentare,vercelli 86 srl.,VLE,SAN MICHELE DEL CARSO,1,6212,1,esterno,237,dolciumi,50.0,0.0
alimentare,non alimentare,vitamin store,VIA,PROCACCINI GIULIO CESARE,21,7204,8,esterno,63,prodotti naturali e biologici,33.0,0.0
alimentare,non alimentare,voila le chocolat,CSO,GENOVA,15,5164,1,esterno,217,dolciumi,40.0,0.0
alimentare,non alimentare,white bianco,VLE,CONI ZUGNA,37,5110,1,esterno,21,latteria,37.0,15.0
alimentare,non alimentare,ye olde england,CSO,ITALIA,11,526,1,esterno,355,drogheria,31.0,0.0
alimentare,non alimentare,yong xu erboristeria,PLE,BAIAMONTI ANTONIO,1,7235,8,NP,68,erboristeria,40.0,0.0
alimentare,non alimentare,NP,CSO,LODI,50,4068,4,NP,NP,"generi alimentari confezionati e sfusi, frutta, verdura, cibi pronti, bibite  ecc., prodotti per l'igiene e pulizia della casa e della persona, cancelleria",80.0,64.0
alimentare,non alimentare,NP,PLE,BACONE FRANCESCO,2,2100,3,NP,NP,prodotti alimentari e bevande,44.0,56.0
alimentare,non alimentare,NP,VIA,ALDINI ANTONIO,108,7461,8,NP,NP,prodotti alimentari,35.0,0.0
alimentare,non alimentare,NP,VIA,PADOVA,35,2275,2,NP,334,alimentari internazionali,50.0,0.0
alimentare,non alimentare,NP,VIA,VENINI GIULIO E CORRADO,91,2258,2,NP,NP,minimercato alimentari vari,40.0,5.0
alimentare,non alimentare,frutteto genova snc.,CSO,GENOVA,21,5164,1,esterno,132,"frutta, verdura e funghi",18.0,12.0
alimentare,non alimentare,pasticceria,VIA,RIPAMONTI GIUSEPPE,5,4066,5,esterno,92,pasticceria - gelateria,40.0,88.0
alimentare,non alimentare,NP,RIP,DI PTA TICINESE,79,5150,6,NP,NP,prodotti naturali e biologici,22.0,0.0
alimentare,non alimentare,NP,CSO,BUENOS AIRES,2,2129,3,NP,NP,commercio al dettaglio di fiori e piante miele marmellate,33.0,22.0
alimentare,non alimentare,NP,CSO,DI PORTA TICINESE,46,541,1,NP,NP,commercio al dettaglio,41.0,0.0
alimentare,non alimentare,NP,CSO,GENOVA,15,5164,1,NP,NP,commercio di generi alimentari e non alimentari,25.0,15.0
alimentare,non alimentare,NP,CSO,VENTIDUE MARZO,12,3074,4,NP,NP,commercio di prodotti di erboristeria confezionati,26.0,24.0
alimentare,non alimentare,NP,LGO,DEI GELSOMINI,14,5394,6,NP,NP,commercio al dettaglio attraverso i distributori automatici,35.0,0.0
alimentare,non alimentare,NP,LGO,DOMODOSSOLA,7,6140,8,NP,NP,alimentari n.c.a.,50.0,25.0
alimentare,non alimentare,NP,PLE,CADORNA LUIGI,4,601,1,NP,NP,commercio al dettaglio,196.0,216.0
alimentare,non alimentare,NP,PLE,LAGOSTA,4,1155,9,NP,NP,vendita al dettagio,10.0,16.0
alimentare,non alimentare,NP,PLE,LORETO,15,2264,2,NP,NP,"pasta, olio, marmellate, mozzarella, salumi e articoli da regalo",6.0,97.0
alimentare,non alimentare,NP,PZA,CASTELLI POMPEO,12,7277,8,NP,NP,bevande e non alimentari tramite distributori automatici in apposito locale ad essi adibito in modo esclusivo,35.0,15.0
alimentare,non alimentare,NP,PZA,CASTELLI POMPEO,8,7277,8,NP,NP,cartoleria,39.0,1.0
alimentare,non alimentare,NP,PZA,FIRENZE,4,7173,8,esterno,7,panificio (con forno),30.0,80.0
alimentare,non alimentare,NP,PZA,MORBEGNO,2,2289,2,NP,NP,commercio al dettaglio,4.0,32.0
alimentare,non alimentare,NP,PZA,OBERDAN GUGLIELMO,2,2108,1,esterno,152,panificio (con forno),20.0,65.0
alimentare,non alimentare,NP,PZA,VIGILI DEL FUOCO,13,2710,3,NP,NP,commerci al dettaglio,36.0,56.0
alimentare,non alimentare,NP,VIA,ANDREOLI DON GIUSEPPE,19,1467,9,NP,NP,alimentari e non alimentari tramite distributori automatici in apposito locale ad essi adibito,12.0,3.0
alimentare,non alimentare,NP,VIA,ANGELO DELLA PERGOLA,3,1137,9,NP,NP,commercio tramite distributori automatici di alimenti e non all'interno di un esercizio di vicinato ad essi adibito in m,4.0,0.0
alimentare,non alimentare,NP,VIA,ARESE FRANCESCO,20,1186,9,NP,NP,minimercati,34.0,10.0
alimentare,non alimentare,NP,VIA,BELFIORE,16,6246,7,NP,NP,commercio al dettaglio,102.0,95.0
alimentare,non alimentare,NP,VIA,BIXIO NINO,1,3133,3,NP,NP,commercio al dettaglio alimentare e non alimentare,68.0,55.0
alimentare,non alimentare,NP,VIA,BOIARDO MATTEO MARIA,24,2323,2,NP,NP,minimarket,206.0,74.0
alimentare,non alimentare,NP,VIA,BOLZANO,1,2312,2,NP,NP,dvd videocassette prodotti alimentari preconfezionati,87.0,18.0
alimentare,non alimentare,NP,VIA,BOLZANO,6,2312,2,NP,NP,vendita prodotti alimentari e non alimentari esclusivamente tramite distributori automatici,25.0,0.0
alimentare,non alimentare,NP,VIA,BRUSUGLIO,67,1550,9,NP,NP,commercio al dettaglio,49.0,27.0
alimentare,non alimentare,NP,VIA,BRUZZESI GIACINTO,2,5388,6,NP,NP,commercio al dettaglio bevande,7.0,8.0
alimentare,non alimentare,NP,VIA,CALDERA,21,6302,7,NP,NP,commercio al dettaglio,243.0,114.0
alimentare,non alimentare,NP,VIA,CAMPERIO MANFREDO,14,610,1,NP,NP,commercio al dettaglio,52.0,10.0
alimentare,non alimentare,NP,VIA,CARDINALE MEZZOFANTI,8,3277,4,NP,NP,commercio al dettaglio,240.0,133.0
alimentare,non alimentare,NP,VIA,CARONCINI ALBERTO,6,4093,4,NP,NP,alimentare;non alimentare,245.0,115.0
alimentare,non alimentare,NP,VIA,CARONCINI ALBERTO,6,4093,4,NP,NP,"commercio al dettaglio di dvd, videocassette e alimentari pre-confezionati",142.0,54.0
alimentare,non alimentare,NP,VIA,CASELLA GIOVANNI BATTISTA,1,7382,8,NP,NP,commercio al dettaglio,81.0,8.0
alimentare,non alimentare,NP,VIA,CASELLA GIOVANNI BATTISTA,36,7382,8,NP,NP,commercio al dettaglio,22.0,8.0
alimentare,non alimentare,NP,VIA,CASSINIS GIOVANNI BATTISTA,23,4309,4,NP,NP,integratori alimentari confezionati e gadget,30.0,10.0
alimentare,non alimentare,NP,VIA,CENISIO,10,7184,8,NP,NP,esercizio di vicinato,73.0,197.0
alimentare,non alimentare,NP,VIA,CENISIO,54,7184,8,NP,NP,"salumi, formaggi, latte, pane, gastronomia e alimenti confezionati, vini, bevande, brioches, prodotti per l'igiene",18.0,14.0
alimentare,non alimentare,NP,VIA,CENISIO,54,7184,8,NP,NP,"salumi, formaggi, latte, pane, gastronomia e alimenti confezionati, vini, bevande,brioches,prod. x igiene casa e persona",18.0,14.0
alimentare,non alimentare,NP,VIA,CENISIO,59,7184,8,NP,NP,commercio generi alimentari e non alimentari per mezzo di distributori automatici in locale ad uso esclusivo,11.0,4.0
alimentare,non alimentare,NP,VIA,CHAVEZ GIORGIO,18,2365,2,NP,NP,alimentari e prodotti per la pulizia,53.0,28.0
alimentare,non alimentare,NP,VIA,CINQUE MAGGIO,2,7459,8,NP,NP,"commercio mediante distributori automatici, all'interno di locale destinato a loro esclusiva collocazione",11.0,72.0
alimentare,non alimentare,NP,VIA,COLLETTA PIETRO,31,4078,4,NP,NP,generi alimentari e prodotti non alimentari,119.0,273.0
alimentare,non alimentare,NP,VIA,COL MOSCHIN,1,5211,5,NP,NP,"parafarmacia, dermocosmesi, parafarmaci, fitoterapici, integratori alimentari, omeopatici, alim. confezionati ecc...",56.0,21.0
alimentare,non alimentare,NP,VIA,COMASINA,83,1573,9,NP,NP,frutta verura detersivi,40.0,27.0
alimentare,non alimentare,NP,VIA,CORRENTI CESARE,20,555,1,NP,NP,"oggetti di artigianato artistico, gioielli di artigianato e stoffe",85.0,0.0
alimentare,non alimentare,NP,VIA,D'ADDA CARLO,1,5272,6,NP,NP,"generi alimentari e prodotti non alimentari, a mezzo distributori automatici in locale di vendita ad uso esclusivo",20.0,28.0
alimentare,non alimentare,NP,VIA,DEGLI IMBRIANI,51,1266,9,NP,NP,commercio al dettaglio mediante apparecchi automatici ad uso esclusivo,20.0,11.0
alimentare,non alimentare,NP,VIA,DELLE FORZE ARMATE,197,6643,7,esterno,181,macelleria,20.0,10.0
alimentare,non alimentare,NP,VIA,DELLE FORZE ARMATE,333,6643,7,NP,NP,bibite ed oggettistica,10.0,35.0
alimentare,non alimentare,NP,VIA,DELL' UNIONE,1,521,1,NP,NP,articoli medicali e ortopedici - prodotti macrobiotici e dietetici,19.0,3.0
alimentare,non alimentare,NP,VIA,DE SANCTIS FRANCESCO,33,5322,5,NP,NP,minimercati e altri esercizi non specializzati,47.0,15.0
alimentare,non alimentare,NP,VIA,EMO ANGELO,27,2518,2,NP,NP,minimercati e altri esercizi non specializzati,50.0,0.0
alimentare,non alimentare,NP,VIA,F.LLI INDUNO,19,7217,8,NP,NP,commercio al dettaglio alimentare e non alimentare,41.0,0.0
alimentare,non alimentare,NP,VIA,FORMENTINI MARCO,4,133,1,NP,NP,commercio al dettaglio,20.0,39.0
alimentare,non alimentare,NP,VIA,FRAPOLLI LUIGI,27,3288,4,NP,NP,vendita al detaglio di prodotti non alimentari e alimentari,18.0,2.0
alimentare,non alimentare,NP,VIA,GIAMBELLINO,40,5136,6,NP,NP,commercio al dettaglio,31.0,0.0
alimentare,non alimentare,NP,VIA,GIAMBELLINO,65,5136,6,NP,NP,erboristeria,16.0,0.0
alimentare,non alimentare,NP,VIA,GIANELLA GIUSEPPE,21,6775,7,NP,NP,supermercato,250.0,161.0
alimentare,non alimentare,NP,VIA,GIUBA,2,2387,2,NP,NP,commercio al dettaglio,70.0,80.0
alimentare,non alimentare,NP,VIA,GIUBA,2,2387,2,NP,NP,commercio al dettaglio alimentare e non alimentare,25.0,0.0
alimentare,non alimentare,NP,VIA,GONZAGA MAURIZIO,6,344,1,NP,NP,vendita al dettaglio,184.0,60.0
alimentare,non alimentare,NP,VIA,GONZAGA MAURIZIO,7,344,1,esterno,423,autogrill-bazar non aliment.,240.0,0.0
alimentare,non alimentare,NP,VIA,GRIGNA,35,7239,8,NP,NP,vendita alimentari e non almentari attraverso apparecchi automatici in apposito locale ad essi adibito,20.0,44.0
alimentare,non alimentare,NP,VIA,IMBONATI CARLO,20,1311,9,NP,NP,vendita non specializzata di alimentari e non alimentari,6.0,267.0
alimentare,non alimentare,NP,VIA,LORENTEGGIO,264,5132,6,NP,NP,commercio al dettaglio prodotti alimentari e non alimentari,250.0,6.0
alimentare,non alimentare,NP,VIA,MAC MAHON,107,7221,8,NP,NP,"salumeria, latteria",32.0,37.0
alimentare,non alimentare,NP,VIA,MADERNA BRUNO,2,3382,4,NP,NP,"casalinghi e oggetti per la casa, alimentari confezionati",95.0,35.0
alimentare,non alimentare,NP,VIA,MARCO D'OGGIONO,7,5166,1,NP,NP,"commercio al dettaglio di the', pasticceria secca, accessori in ceramica, vetro e ghisa",10.0,41.0
alimentare,non alimentare,NP,VIA,MARESCALCHI FERDINANDO,1,3315,3,NP,NP,minimarket,75.0,15.0
alimentare,non alimentare,NP,VIA,MARGHERA,16,6280,7,NP,NP,commercio al dettagio,37.0,5.0
alimentare,non alimentare,NP,VIA,MERCATO,24,717,1,NP,NP,"alimentari confezionati, artigianato etnico, commercio equo e solidale",107.0,23.0
alimentare,non alimentare,NP,VIA,MONTE ROSA,69,6388,7,NP,NP,commercio al dettaglio,15.0,54.0
alimentare,non alimentare,NP,VIA,MONTI VINCENZO,33,6155,1,NP,NP,commercio al dettaglio,5.0,307.0
alimentare,non alimentare,NP,VIA,MURAT GIOACCHINO,60,1316,9,NP,NP,minimercati,10.0,18.0
alimentare,non alimentare,NP,VIA,MURAT GIOACCHINO,85,1316,9,NP,NP,commercio al dettaglio,14.0,8.0
alimentare,non alimentare,NP,VIA,NEGROLI,2,3279,4,NP,NP,alimentari e non alimentari a mezzo di distributori automatici in locale ad uso esclusivo,17.0,15.0
alimentare,non alimentare,NP,VIA,NOVARA,391,6624,7,NP,NP,commercio al dettaglio,21.0,0.0
alimentare,non alimentare,NP,VIA,PACE,23,3150,1,NP,NP,"torte, dolciumi e confetteria",28.0,4.0
alimentare,non alimentare,NP,VIA,PADOVA,64,2275,2,NP,NP,minimarket,62.0,0.0
alimentare,non alimentare,NP,VIA,PIANELL SALVATORE,32,1426,9,NP,NP,commercio al dettaglio,46.0,9.0
alimentare,non alimentare,NP,VIA,PIERLUIGI GIOVANNI DA PALESTRINA,12,2235,3,NP,NP,commercio al dettaglio,55.0,24.0
alimentare,non alimentare,NP,VIA,PINTURICCHIO,5,2195,3,NP,NP,"commercio di generi alimentari, oggettistica, gadgets",2.0,112.0
alimentare,non alimentare,NP,VIA,PORPORA NICOLA ANTONIO,140,2229,3,NP,NP,"vino, olio, aceto, birra, prodotti confezionati, articoli accessori",34.0,6.0
alimentare,non alimentare,NP,VIA,PREDABISSI FRANCESCO,6,2593,2,esterno,335,prodotti alimentari e non alimentari,36.0,0.0
alimentare,non alimentare,NP,VIA,RICCIARELLI DANIELE,19,6553,7,NP,NP,commercio al dettaglio generi alimentari e non alimentari,85.0,10.0
alimentare,non alimentare,NP,VIA,RIPAMONTI GIUSEPPE,238,4066,5,NP,NP,bevande alcoliche e analcoliche e casalinghi,45.0,0.0
alimentare,non alimentare,NP,VIA,ROGGIA SCAGNA,1,2299,2,NP,NP,alimentari e non alimentari tramite distributori automatici in esercizio di vicinato in locale adibito ad uso esclusivo,30.0,18.0
alimentare,non alimentare,NP,VIA,ROGOREDO,113,4373,4,NP,NP,commercio al dettaglio,66.0,36.0
alimentare,non alimentare,NP,VIA,ROSSI PELLEGRINO,85,1510,9,NP,NP,commercio al dettaglio,28.0,11.0
alimentare,non alimentare,NP,VIA,ROSSI PELLEGRINO,90,1510,9,NP,NP,commercio al dettaglio,62.0,13.0
alimentare,non alimentare,NP,VIA,SAN DIONIGI,77,4290,4,NP,NP,"prodotti alimentari confezionati, piccola oggettistica",18.0,11.0
alimentare,non alimentare,NP,VIA,SAN VITTORE,2,647,1,NP,NP,prodotti alimentari e non alimentari,3.0,46.0
alimentare,non alimentare,NP,VIA,TARTINI GIUSEPPE,15,1501,9,NP,NP,macelleria islamica,22.0,20.0
alimentare,non alimentare,NP,VIA,TURATI FILIPPO,28,1053,1,NP,NP,commrecio al dettaglio,43.0,219.0
alimentare,non alimentare,NP,VIA,VALLAZZE,102,2250,3,NP,NP,"commercio di alimentari e non, confezionati da terzi attraverso l'uso esclusivo di distributori automatici",31.0,21.0
alimentare,non alimentare,NP,VIA,VIGEVANO,9,5116,6,NP,NP,commmercio al dettaglio,24.0,6.0
alimentare,non alimentare,NP,VIA,VOLVINIO,18,5333,5,NP,NP,minimercati e altri esercizi non specializzati di alimentari,52.0,0.0
alimentare,non alimentare,NP,VIA,WASHINGTON GIORGIO,91,6111,6,NP,NP,"vendita vini, olii ed accessori per l'enologia",34.0,0.0
alimentare,non alimentare,NP,VIA,ZURETTI GIANFRANCO,2,1216,2,esterno,151,minimercati,47.0,0.0
alimentare,non alimentare,NP,VIA,ZURIGO,22,6318,7,NP,NP,commerci al dettaglio di prodotti alimentari e non alimentari,52.0,19.0
alimentare,non alimentare,NP,VLE,ABRUZZI,92,2177,3,NP,NP,generi alimentari e prodotti non alimentari,29.0,67.0
alimentare,non alimentare,NP,VLE,ARGONNE,36,3254,4,NP,NP,integratori alimentari e cosmetici,38.0,15.0
alimentare,non alimentare,NP,VLE,BRENTA,3,4151,4,NP,NP,commercio alimentare e non alimentare a mezzo distributori automatici in locale esclusivamente dedicato,15.0,4.0
alimentare,non alimentare,NP,VLE,BRENTA,8,4151,4,NP,NP,carni e prodotti a base di carne,20.0,20.0
alimentare,non alimentare,NP,VLE,CERTOSA,121,7174,8,NP,NP,commercio al dettaglio,25.0,21.0
alimentare,non alimentare,NP,VLE,CERTOSA,30,7174,8,NP,NP,commercio di alimentari e non attraverso l'uso di distributori automatici sempre attivi,12.0,5.0
alimentare,non alimentare,NP,VLE,D'ANNUNZIO GABRIELE,3,5170,1,NP,NP,commercio al dettaglio,57.0,0.0
alimentare,non alimentare,NP,VLE,DE GASPERI ALCIDE,2,7482,8,NP,NP,alimenti confezionati accessori auto e gadget,34.0,4.0
alimentare,non alimentare,NP,VLE,JENNER EDOARDO,54,1230,9,NP,NP,commercio al dettaglio,35.0,5.0
alimentare,non alimentare,NP,VLE,LANCETTI VINCENZO,39,1221,9,NP,NP,commercio al dettaglio,30.0,10.0
alimentare,non alimentare,NP,VLE,MONTE CENERI,58,7176,8,NP,NP,minimarket,110.0,0.0
alimentare,non alimentare,NP,VLE,MONTE NERO,12,3062,4,NP,NP,commercio al dettaglio,7.0,81.0
alimentare,non alimentare,NP,VLE,MONZA,177,2274,2,NP,NP,commercio al dettaglio,53.0,14.0
alimentare,non alimentare,NP,VLE,MONZA,61,2274,2,NP,NP,alimentari e oggettistica,40.0,9.0
alimentare,non alimentare,NP,VLE,MONZA,93,2274,2,NP,NP,alimentari e non alimentari tramite distributori automatici in apposito locale ad essi adibito,20.0,100.0
alimentare,non alimentare,NP,VLE,MURILLO S.B.,11,6551,7,NP,NP,vendita di bevande e prodotti alimentari e non alimentari tramite distributori automatici in apposito locale,18.0,13.0
alimentare,non alimentare,NP,VLE,MURILLO S.B.,48,6551,7,esterno,256,panetteria,29.0,91.0
alimentare,non alimentare,NP,VLE,PASUBIO,16,1112,9,NP,NP,vendita al dettaglio prodotti alimentari e non alimentari,3.0,42.0
alimentare,non alimentare,NP,VLE,PIAVE,8,2179,3,NP,NP,vendita al detaglio di prodotti non alimentari e alimentari,58.0,0.0
alimentare,non alimentare,NP,VLE,SABOTINO,15,4046,5,NP,NP,commercio al dettaglio,194.0,60.0
alimentare,non alimentare,NP,VLE,SARCA,198,1427,9,esterno,51,profumeria in parrucchiere,30.0,80.0
alimentare,non alimentare,NP,VLE,SARCA,91,1427,9,NP,NP,esercizio di vicinato esclusivamente mediante distributori automatici,10.0,6.0
alimentare,non alimentare,NP,VLE,SAURO NAZARIO,14,1175,2,NP,NP,minimarket,88.0,92.0
alimentare,non alimentare,NP,VLE,TESTI FULVIO,1,1441,9,NP,NP,minimarket con vendita prodotti alimentari e prodotti non alimentari,20.0,0.0
alimentare,non alimentare,altromercato,CSO,SAN GOTTARDO,16,5203,5,esterno,94,prodotti artigianato intern.,127.0,0.0
alimentare,non alimentare,de ponti,VIA,PLINIO CAIO SECONDO,17,2144,3,esterno,47,minimercati,112.0,279.0
alimentare,non alimentare,enoteca,VLE,PREMUDA,34,3063,4,esterno,10,vini - olii e liquori in recip,128.0,182.0
alimentare,non alimentare,erboris.serena centro ben,VIA,CELIO,2,6623,7,NP,NP,erboristeria,67.0,67.0
alimentare,non alimentare,erboristeria,VIA,ASELLI GASPARE,33,3167,3,NP,NP,erboristeria,40.0,10.0
