,Tipo via tmp,Nome via tmp,Civico tmp,ZD tmp,Isolato,Accesso,Info plus
7147,VIA,AUSONIO,7,1,457; , accesso esterno; , ; 
7148,VIA,AUTARI,27,6,065; , accesso interno; , ; 
7149,VIA,BAGAROTTI MAFFEO,5,7,248; , area ap.rec.; , ; 
7150,VIA,BAGUTTA,11,1,262; , accesso esterno; , ;via bagutta 011; 
7151,VIA,BAGUTTA,1,1,263; , accesso esterno; , ;via bagutta 001; 
7152,VIA,BAGUTTA,24,1,261; , accesso esterno; , ;via bagutta 024; 
7153,VIA,BAGUTTA,2,1,,, 
7154,VIA,BAGUTTA,2,1,,, 
7155,VIA,BAGUTTA,8,1,261; , accesso esterno; , ;via bagutta 008; 
7156,VIA,BAGUTTA,9,1,262; , accesso esterno; , ;via bagutta 009; 
7157,VIA,BALBO CESARE,10,5,120; , accesso esterno; , loc. interno; 
7158,VIA,BALBO CESARE,13,5,121; , accesso esterno; , ; 
7159,VIA,BALBO CESARE,13,5,121; , accesso esterno; , ; 
7160,VIA,BALBO CESARE,36,5,146; , accesso esterno; , ; 
7161,VIA,BALBO CESARE,3,5,,, 
7162,VIA,BALBO CESARE,3,5,,, 
7163,VIA,BALDINUCCI FILIPPO,102,9,,, 
7164,VIA,BALDINUCCI FILIPPO,14,9,042; , accesso esterno; , ; 
7165,VIA,BALDINUCCI FILIPPO,29,9,043; , accesso esterno; , ; 
7166,VIA,BALDINUCCI FILIPPO,30,9,040; , accesso esterno; , ; 
7167,VIA,BALDINUCCI FILIPPO,5,9,044; , accesso esterno; , ; 
7168,VIA,BALDINUCCI FILIPPO,60,9,040; , accesso esterno; , ; 
7169,VIA,BALDINUCCI FILIPPO,6,9,042; ,, ; 
7170,VIA,BALDINUCCI FILIPPO,99,9,034; , accesso esterno; , ; 
7171,VIA,BALDINUCCI FILIPPO,99,9,034; ,, ; 
7172,VIA,BALDINUCCI FILIPPO,003,9,046; , accesso esterno; ,/e; 
7173,VIA,BALESTRIERI DOMENICO,1,1,125; , accesso esterno; , ; 
7174,VIA,BALILLA,10,5,114; ,, c\o ipr srl; 
7175,VIA,BALILLA,14,5,114; , accesso esterno; , ; 
7176,VIA,BALILLA,8,5,114; , accesso esterno; , ; 
7177,VIA,BAMBAIA,5,2,358; , accesso esterno; , ; 
7178,VIA,BAMBAIA,5,2,358; ,, ; 
7179,VIA,BAMBAIA,5,2,358; ,, ; 
7180,VIA,BAMBAIA,5,2,358; ,, ; 
7181,VIA,BANDELLO MATTEO,14,1,067; , accesso esterno; , ; 
7182,VIA,BANDELLO MATTEO,16,1,067; , accesso esterno; , ; 
7183,VIA,BANDELLO MATTEO,6,1,068; , accesso esterno; , ; 
7184,VIA,BANDELLO MATTEO,004,1,068; , accesso interno; ,/1; 
7185,VIA,BARABINO NICOLO',7,4,136; , accesso esterno; , ; 
7186,VIA,BARACCHINI FLAVIO,1,1,422; , accesso esterno; , ;via baracchini flavio 001; 
7187,VIA,BARACCHINI FLAVIO,1,1,422; ,, ;via baracchini flavio 001; 
7188,VIA,BARACCHINI FLAVIO,1,1,422; ,, ;via baracchini flavio 001; 
7189,VIA,BARACCHINI FLAVIO,2,1,423; , accesso interno; , 3^ piano;via baracchini flavio 002; 
7190,VIA,BARACCHINI FLAVIO,7,1,392; , accesso esterno; , ;via baracchini flavio 007; 
7191,VIA,BARACCHINI FLAVIO,7,1,392; , accesso esterno; , ;via baracchini flavio 007; 
7192,VIA,BARBAVARA,7,6,,, 
7193,VIA,BARDELLI GIUSEPPE,11,3,076; , accesso esterno; , ; 
7194,VIA,BARDELLI GIUSEPPE,4,3,082; , accesso esterno; , ; 
7195,VIA,BARDOLINO,31,6,113; , accesso interno; , ; 
7196,VIA,BARDOLINO,31,6,113; , accesso interno; , loc.interno; 
7197,VIA,BARI,2,6,041; , accesso esterno; , ; 
7198,VIA,BARI,2,6,041; , accesso esterno; , ; 
7199,VIA,BARI,2,6,041; , accesso esterno; , ; 
7200,VIA,BARI,011,6,061; , accesso esterno; ,/r; 
7201,VIA,BARONA,21,6,093; , accesso esterno; , ; 
7202,VIA,BARONA,075,6,090; , accesso esterno; ,/h; 
7203,VIA,BARONI COSTANTINO,190,5,097; , accesso esterno; , ; 
7204,VIA,BARONI COSTANTINO,3,5,092; , accesso esterno; , ; 
7205,VIA,BARONI COSTANTINO,3,5,092; , accesso esterno; , ; 
7206,VIA,BARONI COSTANTINO,7,5,092; , accesso esterno; , ; 
7207,VIA,BARONI COSTANTINO,95,5,098; ,, ; 
7208,VIA,BARONI COSTANTINO,010,5,090; , accesso esterno; ,/a; 
7209,VIA,BARONI COSTANTINO,014,5,,,/c; accesso: accesso esterno; 
7210,VIA,BARSANTI EUGENIO,2,6,064; , accesso esterno; , ; 
7211,VIA,BARTOLINI LORENZO,42,8,318; , accesso esterno; , ; 
7212,VIA,BARTOLINI LORENZO,53,8,325; ,, ; 
7213,VIA,BARTOLOMEO D'ALVIANO,1,6,123; , accesso esterno; , ; 
7214,VIA,BARTOLOMEO D'ALVIANO,55,6,039; , accesso esterno; , ; 
7215,VIA,BARTOLOMEO D'ALVIANO,55,6,,, 
7216,VIA,BASSANO DEL GRAPPA,32,2,316; , accesso esterno; , ; 
7217,VIA,BASSINI EDOARDO,41,3,086; , accesso esterno; , ; 
7218,VIA,BASSINI EDOARDO,43,3,087; , accesso esterno; , ; 
7219,VIA,BASSINI EDOARDO,43,3,087; ,, ; 
7220,VIA,BASSINI EDOARDO,45,3,087; , accesso esterno; , ; 
7221,VIA,BASSINI EDOARDO,45,3,087; ,, ; 
7222,VIA,BASSINI EDOARDO,45,3,,, www.milanowebshop.it; 
7223,VIA,BASSINI EDOARDO,45,3,,, 
7224,VIA,BASSINI EDOARDO,47,3,087; , accesso esterno; , ; 
7225,VIA,BASSINI EDOARDO,49,3,089; , accesso esterno; , ; 
7226,VIA,BASSINI EDOARDO,49,3,253; ,, ; 
7227,VIA,BASSI PAOLO,15,9,160; , accesso interno; , ; 
7228,VIA,BASSI PAOLO,1,9,160; , accesso esterno; , ; 
7229,VIA,BASSI PAOLO,22,9,163; ,, ; 
7230,VIA,BASSI PAOLO,29,9,158; , accesso esterno; , ; 
7231,VIA,BASSI UGO,18,9,262; , accesso esterno; , ; 
7232,VIA,BASSI UGO,18,9,,, 
7233,VIA,BASSI UGO,23,9,260; ,, ; 
7234,VIA,BASSI UGO,24,9,262; , accesso esterno; , ; 
7235,VIA,BASSI UGO,30,9,,, 
7236,VIA,BATTAGLIA NATALE,35,2,341; ,, ; 
7237,VIA,BATTAGLIA NATALE,4,2,346; ,, ; 
7238,VIA,BATTISTI CESARE,11,1,196; , accesso esterno; , ; 
7239,VIA,BATTISTI CESARE,19,1,,, 
7240,VIA,BATTISTI CESARE,1,1,,, 
7241,VIA,BATTISTI CESARE,1,1,,, 
7242,VIA,BATTISTI CESARE,21,1,196; , accesso esterno; , ; 
7243,VIA,BATTISTI CESARE,21,1,196; , accesso esterno; , ; 
7244,VIA,BATTISTI CESARE,8,1,197; , accesso esterno; , ; 
7245,VIA,BATTISTOTTI SASSI LUISA,12,4,255; , accesso esterno; , ; 
7246,VIA,BATTISTOTTI SASSI LUISA,12,4,,, 
7247,VIA,BATTISTOTTI SASSI LUISA,14,4,255; , accesso esterno; , ; 
7248,VIA,BATTISTOTTI SASSI LUISA,14,4,255; , accesso esterno; , ; 
7249,VIA,BATTISTOTTI SASSI LUISA,14,4,255; ,, ; 
7250,VIA,BATTISTOTTI SASSI LUISA,28,4,245; , accesso esterno; , ; 
7251,VIA,BATTISTOTTI SASSI LUISA,2,4,255; , accesso esterno; , ; 
7252,VIA,BATTISTOTTI SASSI LUISA,2,4,255; , accesso esterno; , ; 
7253,VIA,BATTISTOTTI SASSI LUISA,2,4,,, 
7254,VIA,BATTISTOTTI SASSI LUISA,4,4,255; ,, ; 
7255,VIA,BATTISTOTTI SASSI LUISA,6,4,255; ,, ; 
7256,VIA,BATTISTOTTI SASSI LUISA,011,4,253; , accesso interno; ,/a; 
7257,VIA,BAVENO,2,9,190; , accesso esterno; , ; 
7258,VIA,BAZZINI ANTONIO,1,3,047; , accesso esterno; , ; 
7259,VIA,BAZZINI ANTONIO,27,3,047; ,, ; 
7260,VIA,BAZZINI ANTONIO,34,3,048; , accesso esterno; , ; 
7261,VIA,BAZZINI ANTONIO,34,3,048; ,, ; 
7262,VIA,BAZZINI ANTONIO,34,3,048; ,, ; 
7263,VIA,BAZZINI ANTONIO,3,3,047; , accesso esterno; , ; 
7264,VIA,BEATO ANGELICO,20,3,188; , accesso esterno; , ; 
7265,VIA,BEATO ANGELICO,20,3,191; ,, ; 
7266,VIA,BEATO ANGELICO,20,3,191; ,, ; 
7267,VIA,BEATO ANGELICO,29,3,161; , accesso esterno; , ; 
7268,VIA,BEATO ANGELICO,29,3,161; , accesso esterno; , ; 
7269,VIA,BEATO ANGELICO,29,3,161; ,, ; 
7270,VIA,BEATO ANGELICO,31,3,161; , accesso esterno; , ; 
7271,VIA,BEATO ANGELICO,31,3,161; , accesso esterno; , ; 
7272,VIA,BEATO ANGELICO,31,3,161; , accesso esterno; , ; 
7273,VIA,BECCARIA CESARE,4,1,387; , accesso esterno; , ;via beccaria cesare 004; 
7274,VIA,BECCARIA CESARE,5,1,360; , accesso interno; , ;via beccaria cesare 005; 
7275,VIA,BELFIORE,10,7,199; , accesso esterno; , ; 
7276,VIA,BELFIORE,10,7,,, 
7277,VIA,BELFIORE,10,7,,, 
7278,VIA,BELFIORE,12,7,199; , accesso esterno; , ; 
7279,VIA,BELFIORE,12,7,199; , accesso esterno; , ; 
7280,VIA,BELFIORE,12,7,,, 
7281,VIA,BELFIORE,12,7,,, 
7282,VIA,BELFIORE,14,7,,, 
7283,VIA,BELFIORE,15,7,215; , accesso esterno; , ; 
7284,VIA,BELFIORE,16,7,199; , accesso esterno; , ; 
7285,VIA,BELFIORE,16,7,199; , accesso esterno; , ; 
7286,VIA,BELFIORE,16,7,,, 
7287,VIA,BELFIORE,5,7,215; ,, ; 
7288,VIA,BELFIORE,7,7,215; , accesso esterno; , ; 
7289,VIA,BELFIORE,9,7,215; , accesso esterno; , ; 
7290,VIA,BELFIORE,9,7,215; , accesso esterno; , ; 
7291,VIA,BELFIORE,9,7,215; , accesso esterno; , ; 
7292,VIA,BELFIORE,9,7,215; ,, ; 
7293,VIA,BELFIORE,012,7,199; , accesso esterno; ,/14; 
7294,VIA,BELGIOIOSO CRISTINA,40,8,,, 
7295,VIA,BELGIRATE,13,2,128; , accesso esterno; , ; 
7296,VIA,BELINZAGHI GIULIO,11,9,157; ,, ; 
7297,VIA,BELINZAGHI GIULIO,16,9,158; , accesso esterno; , ; 
7298,VIA,BELINZAGHI GIULIO,4,9,160; , accesso esterno; , ; 
7299,VIA,BELINZAGHI GIULIO,4,9,,, 
7300,VIA,BELINZAGHI GIULIO,6,9,160; ,, ; 
7301,VIA,BELLARMINO ROBERTO,11,5,082; , accesso interno; , ; 
7302,VIA,BELLARMINO ROBERTO,15,5,048; , accesso esterno; , ; 
7303,VIA,BELLARMINO ROBERTO,027,5,048; , accesso esterno; ,/b; 
7304,VIA,BELLERIO CARLO,4,9,154; , accesso esterno; , ; 
7305,VIA,BELLEZZA GIOVANNI,1,5,144; ,, ; 
7306,VIA,BELLINCIONE BERNARDINO,10,3,094; ,, ; 
7307,VIA,BELLINCIONE BERNARDINO,014,3,094; , accesso esterno; ,/2; 
7308,VIA,BELLINI GENTILE,10,6,144; , accesso esterno; , ; 
7309,VIA,BELLINI GENTILE,10,6,144; ,, ; 
7310,VIA,BELLINI GENTILE,10,6,144; ,, ; 
7311,VIA,BELLINI GENTILE,2,6,142; , accesso esterno; , ; 
7312,VIA,BELLINI GENTILE,2,6,142; , accesso esterno; , ; 
7313,VIA,BELLINI GENTILE,2,6,142; ,, ; 
7314,VIA,BELLINI GENTILE,2,6,,, 
7315,VIA,BELLINI GENTILE,8,6,144; ,, ; 
7316,VIA,BELLINI GENTILE,8,6,144; ,, ; 
7317,VIA,BELLOTTI FELICE,11,3,154; , accesso esterno; , ; 
7318,VIA,BELLOTTI FELICE,11,3,154; ,, ; 
7319,VIA,BELLOTTI FELICE,2,3,,, 
7320,VIA,BELLOTTI FELICE,3,3,154; , accesso esterno; , ; 
7321,VIA,BELLOTTI FELICE,3,3,154; , accesso esterno; , ; 
7322,VIA,BELLOTTI FELICE,4,3,165; , accesso esterno; , ; 
7323,VIA,BELLOTTI FELICE,5,3,154; , accesso esterno; , ; 
7324,VIA,BENACO,32,5,018; ,, ; 
7325,VIA,BENADIR,14,2,286; ,, piano terra; 
7326,VIA,BENEFATTORI DELL'OSPEDALE,1,9,001; ,, piano terra; 
7327,VIA,BENEFATTORI DELL'OSPEDALE,24,9,121; , accesso esterno; , ; 
7328,VIA,BENELLI SEM,11,8,064; , accesso esterno; , ang. uruguay; 
7329,VIA,BENELLI SEM,11,8,064; , accesso esterno; , ; 
7330,VIA,BENELLI SEM,11,8,064; , accesso esterno; , ; 
7331,VIA,BENELLI SEM,14,8,062; ,, ; 
7332,VIA,BENEVENTO,3,6,062; ,, altri sistemi di comunicazione; 
7333,VIA,BENGASI,2,1,284; ,, ; 
7334,VIA,BENGASI,6,1,284; ,, ; 
7335,VIA,BENGASI,7,1,285; ,, ; 
7336,VIA,BENSI GIOVANNI,12,6,086; , accesso esterno; , ; 
7337,VIA,BERGAMINI,13,1,324; , accesso esterno; , ;via bergamini 013; 
7338,VIA,BERGAMINI,1,1,324; , accesso esterno; , ;via bergamini 001; 
7339,VIA,BERGAMINI,5,1,324; , accesso esterno; , ;pza santo stefano 006; 
7340,VIA,BERGAMINI,5,1,324; , accesso esterno; , ;via bergamini 005; 
7341,VIA,BERGAMINI,7,1,,, civico 7/9; 
7342,VIA,BERGAMINI,7,1,324; , accesso esterno; , ;via bergamini 007; 
7343,VIA,BERGAMO,11,4,095; , accesso esterno; , ; 
7344,VIA,BERGAMO,12,4,112; ,, ; 
7345,VIA,BERGAMO,15,4,095; , accesso esterno; , ; 
7346,VIA,BERGAMO,1,4,093; , accesso esterno; , ; 
7347,VIA,BERGAMO,1,4,093; ,, ; 
7348,VIA,BERGAMO,22,4,115; , accesso esterno; , ; 
7349,VIA,BERGAMO,27,4,097; , accesso esterno; , ; 
7350,VIA,BERGAMO,27,4,097; , accesso esterno; , ; 
7351,VIA,BERGAMO,27,4,097; , accesso esterno; , ; 
7352,VIA,BERGAMO,27,4,097; ,, ; 
7353,VIA,BERGAMO,2,4,,, 
7354,VIA,BERGAMO,2,4,,, 
7355,VIA,BERGAMO,3,4,093; ,, ; 
7356,VIA,BERGAMO,7,4,,, 
7357,VIA,BERGAMO,8,4,111; , accesso esterno; , ; 
7358,VIA,BERGAMO,8,4,,, 
7359,VIA,BERGAMO,012,4,112; , accesso esterno; ,/a; 
7360,VIA,BERGAMO,036,4,,,; accesso: accesso esterno; 
7361,VIA,BERGOGNONE AMBROGIO DA FOSSANO,27,6,025; , accesso esterno; , ; 
7362,VIA,BERGOGNONE AMBROGIO DA FOSSANO,31,6,032; , accesso esterno; , ; 
7363,VIA,BERGOGNONE AMBROGIO DA FOSSANO,31,6,032; , accesso esterno; , ; 
7364,VIA,BERGOGNONE AMBROGIO DA FOSSANO,31,6,032; , accesso esterno; , ; 
7365,VIA,BERGOGNONE AMBROGIO DA FOSSANO,31,6,032; ,, ; 
7366,VIA,BERGOGNONE AMBROGIO DA FOSSANO,3,6,,, 
7367,VIA,BERGOGNONE AMBROGIO DA FOSSANO,65,6,044; , accesso esterno; , ; 
7368,VIA,BERGOGNONE AMBROGIO DA FOSSANO,9,6,018; , accesso esterno; , ; 
7369,VIA,BERGOGNONE AMBROGIO DA FOSSANO,9,6,018; ,, ; 
7370,VIA,BEROLDO,2,2,,, ang. v. a. doria; 
7371,VIA,BEROLDO,2,2,355; , accesso esterno; , ; 
7372,VIA,BERTACCHI GIOVANNI,1,5,095; , accesso esterno; , trasloco del 17.7.06; 
7373,VIA,BERTACCHI GIOVANNI,8,5,095; , accesso interno; , ; 
7374,VIA,BERTANI AGOSTINO,16,1,135; , accesso esterno; , ; 
7375,VIA,BERTANI AGOSTINO,2,1,135; , accesso esterno; , ; 
7376,VIA,BERTINI GIOVANNI BATTISTA,1,8,062; , accesso esterno; , ; 
7377,VIA,BERTINI GIOVANNI BATTISTA,2,8,071; , accesso esterno; , ; 
7378,VIA,BERTINI GIOVANNI BATTISTA,2,8,071; , accesso esterno; , ; 
7379,VIA,BERTINI GIOVANNI BATTISTA,6,8,071; ,, ; 
7380,VIA,BERTINI GIOVANNI BATTISTA,003,8,062; , accesso esterno; ,/a; 
7381,VIA,BERTOLAZZI CARLO,20,3,115; , accesso esterno; , ; 
7382,VIA,BESSARIONE,12,4,116; ,, ; 
7383,VIA,BESSARIONE,12,4,,, 
7384,VIA,BESSARIONE,14,4,116; , accesso esterno; , ; 
7385,VIA,BESSARIONE,14,4,116; , accesso esterno; , ; 
7386,VIA,BESSARIONE,16,4,116; , accesso esterno; , ; 
7387,VIA,BESSARIONE,29,4,,, 
7388,VIA,BESSARIONE,38,4,120; , accesso esterno; , ; 
7389,VIA,BESSARIONE,42,4,120; , accesso esterno; , ; 
7390,VIA,BESSARIONE,42,4,120; , accesso esterno; , ; 
7391,VIA,BESSARIONE,7,4,050; , accesso esterno; , ; 
7392,VIA,BETTINI POMPEO,8,2,,, 
7393,VIA,BETTI UGO,155,8,046; , accesso esterno; , ; 
7394,VIA,BETTI UGO,040,8,050; , accesso esterno; ,/b; 
7395,VIA,BETTI UGO,159,8,046; , accesso esterno; ,/a; 
7396,VIA,BEZZECCA,1,4,044; , accesso esterno; , ; 
7397,VIA,BEZZECCA,1,4,,, 
7398,VIA,BEZZECCA,9,4,,, 
7399,VIA,BIANCA DI SAVOIA,7,1,120; , accesso interno; , ; 
7400,VIA,BIANCHI MOSE',103,7,256; , accesso esterno; , ; 
7401,VIA,BIANCHI MOSE',11,7,172; , accesso esterno; , ; 
7402,VIA,BIANCHI MOSE',25,7,171; , accesso esterno; , ; 
7403,VIA,BIANCHI MOSE',26,7,160; , accesso esterno; , ; 
7404,VIA,BIANCHI MOSE',26,7,160; , accesso esterno; , ; 
7405,VIA,BIANCHI MOSE',99,7,256; , accesso esterno; , ; 
7406,VIA,BIELLA,22,6,065; , accesso esterno; , ; 
7407,VIA,BIELLA,22,6,065; , accesso esterno; , ; 
7408,VIA,BIELLA,25,6,066; , accesso interno; , ; 
7409,VIA,BIELLA,26,6,065; , accesso esterno; , ; 
7410,VIA,BIELLA,26,6,065; ,, ; 
7411,VIA,BIELLA,27,6,066; , accesso esterno; , ; 
7412,VIA,BIGLIA DEI CONTI,4,9,063; , accesso interno; , ; 
7413,VIA,BIGLI,11,1,363; , accesso esterno; , ;via bigli 011; 
7414,VIA,BIGLI,11,1,363; , accesso interno; , ;via bigli 011; 
7415,VIA,BIGLI,11,1,363; , accesso interno; , ;via bigli 011; 
7416,VIA,BIGLI,11,1,363; , accesso interno; , ;via bigli 011; 
7417,VIA,BIGLI,12,1,314; , accesso esterno; , ;via bigli 012; 
7418,VIA,BIGLI,19,1,363; , accesso interno; , loc. interno;via bigli 019; 
7419,VIA,BIGLI,21,1,,, 
7420,VIA,BIGLI,24,1,314; , accesso esterno; , ;via bigli 024; 
7421,VIA,BIGLI,2,1,,, ;via verri pietro 007; accesso: accesso esterno; 
7422,VIA,BIGLI,4,1,314; , accesso esterno; , ;via bigli 004; 
7423,VIA,BIGLI,4,1,314; ,, ;via bigli 004; 
7424,VIA,BIGLI,001,1,,,/3; accesso: accesso esterno; 
7425,VIA,BIGLI,001,1,314; , accesso esterno; ,/3; 
7426,VIA,BIGLI,001,1,363; , accesso esterno; ,/3; 
7427,VIA,BIGLI,001,1,,,/3; 
7428,VIA,BINDA AMBROGIO,10,6,017; , accesso esterno; , ; 
7429,VIA,BINDA AMBROGIO,16,6,017; , accesso esterno; , ; 
7430,VIA,BINDA AMBROGIO,16,6,017; , accesso esterno; , ; 
7431,VIA,BINDA AMBROGIO,25,6,043; , accesso esterno; , ; 
7432,VIA,BINDA AMBROGIO,28,6,,, 
7433,VIA,BINDA AMBROGIO,2,6,017; , accesso esterno; , locale inerno; 
7434,VIA,BINDA AMBROGIO,33,6,043; , accesso esterno; , ; 
7435,VIA,BINDA AMBROGIO,33,6,043; ,, ; 
7436,VIA,BINDA AMBROGIO,40,6,042; , accesso esterno; , ; 
7437,VIA,BINDA AMBROGIO,45,6,043; , accesso esterno; , ; 
7438,VIA,BINDA AMBROGIO,7,6,018; , accesso esterno; , ; 
7439,VIA,BINDA AMBROGIO,7,6,018; ,, ; 
7440,VIA,BINDA AMBROGIO,9,6,018; , accesso esterno; , ; 
7441,VIA,BINDA AMBROGIO,9,6,018; ,, ; 
7442,VIA,BINDA AMBROGIO,9,6,018; ,, ; 
7443,VIA,BIONDELLI BERNARDINO,7,5,038; ,, c\o wps general facilities srl; 
7444,VIA,BIONDELLI BERNARDINO,9,5,038; , accesso esterno; , ; 
7445,VIA,BIONDELLI BERNARDINO,9,5,038; , accesso interno; , ; 
7446,VIA,BIONDI EZIO,1,8,022; , accesso esterno; , ; 
7447,VIA,BIONDI EZIO,1,8,022; , accesso interno; , ; 
7448,VIA,BIONDI EZIO,4,8,026; ,, ; 
7449,VIA,BIRAGHI LUIGI,13,9,077; , accesso esterno; , ; 
7450,VIA,BISCEGLIE,100,6,086; , accesso esterno; , ; 
7451,VIA,BISI ALBINI SOFIA,4,2,086; , accesso esterno; , ; 
7452,VIA,BISI ANGELO,045,7,,,; accesso: accesso esterno; 
7453,VIA,BISLERI FELICE,16,7,288; , accesso esterno; , ; 
7454,VIA,BITINIA,5,6,048; , accesso esterno; , ; 
7455,VIA,BIUMI PAOLO GEROLAMO,18,2,216; , accesso esterno; , ; 
7456,VIA,BIXIO NINO,12,3,155; , accesso esterno; , ; 
7457,VIA,BIXIO NINO,12,3,155; ,, ; 
7458,VIA,BIXIO NINO,21,3,150; , accesso esterno; , ; 
7459,VIA,BIXIO NINO,34,3,157; ,, ; 
7460,VIA,BIXIO NINO,7,3,,, 
7461,VIA,BIZZONI ACHILLE,7,2,101; , accesso esterno; , ; 
7462,VIA,BIZZONI ACHILLE,7,2,,, 
7463,VIA,BOCCACCIO GIOVANNI,14,1,232; ,, ; 
7464,VIA,BOCCACCIO GIOVANNI,19,1,228; ,, ; 
7465,VIA,BOCCACCIO GIOVANNI,45,1,069; , accesso interno; , ; 
7466,VIA,BOCCACCIO GIOVANNI,4,1,235; , accesso esterno; , ; 
7467,VIA,BOCCACCIO GIOVANNI,4,1,235; , accesso esterno; , ; 
7468,VIA,BOCCACCIO GIOVANNI,015,1,228; , accesso esterno; ,/a; 
7469,VIA,BOCCONI FERDINANDO,001,5,089; , accesso interno; ,; 
7470,VIA,BOERI GIOVANNI BATTISTA,11,5,007; , accesso esterno; , ; 
7471,VIA,BOIARDO MATTEO MARIA,11,2,258; , accesso esterno; , ; 
7472,VIA,BOIARDO MATTEO MARIA,24,2,269; ,, ; 
7473,VIA,BOIFAVA PIETRO,80,5,063; , accesso esterno; , ; 
7474,VIA,BOIFAVA PIETRO,8,5,063; , accesso esterno; , ; 
7475,VIA,BOIFAVA PIETRO,8,5,063; , accesso esterno; , ; 
7476,VIA,BOIFAVA PIETRO,076,5,,,/a; 
7477,VIA,BOLIVIA,15,8,082; , accesso interno; , ; 
7478,VIA,BOLTRAFFIO GIAN ANTONIO,14,9,210; ,, ; 
7479,VIA,BOLTRAFFIO GIAN ANTONIO,16,9,210; , accesso esterno; , ; 
7480,VIA,BOLZANO,1,2,307; , accesso esterno; , ; 
7481,VIA,BOLZANO,029,2,287; , accesso esterno; ,/a; 
7482,VIA,BONARDI EDOARDO,3,3,075; , accesso esterno; , ; 
7483,VIA,BONARDI EDOARDO,3,3,075; , accesso interno; , spaccio interno; 
7484,VIA,BONCOMPAGNI CARLO,14,4,064; , accesso esterno; , ; 
7485,VIA,BONCOMPAGNI CARLO,16,4,064; , accesso esterno; , mod.nø civ.adeguam. del 5/1/90; 
7486,VIA,BONCOMPAGNI CARLO,44,4,070; ,, ; 
7487,VIA,BONCOMPAGNI CARLO,49,4,068; ,, ; 
7488,VIA,BONCOMPAGNI CARLO,68,4,073; , accesso esterno; , ; 
7489,VIA,BONCOMPAGNI CARLO,8,4,057; , accesso esterno; , ; 
7490,VIA,BONFADINI ROMUALDO,87,4,108; , accesso esterno; , ; 
7491,VIA,BONFADINI ROMUALDO,87,4,108; , accesso esterno; , ; 
7492,VIA,BONFADINI ROMUALDO,87,4,108; ,, ; 
7493,VIA,BONGHI RUGGERO,12,5,009; , accesso esterno; , ; 
7494,VIA,BONGHI RUGGERO,12,5,,, 
7495,VIA,BONGHI RUGGERO,16,5,009; ,, ; 
7496,VIA,BONGHI RUGGERO,22,5,,, 
7497,VIA,BONGHI RUGGERO,3,5,003; ,, ; 
7498,VIA,BONGHI RUGGERO,6,5,009; , accesso esterno; , ; 
7499,VIA,BONGHI RUGGERO,6,5,,, 
7500,VIA,BONGHI RUGGERO,8,5,009; ,, ; 
7501,VIA,BONI GIACOMO,10,7,267; , accesso esterno; , ; 
7502,VIA,BONI GIACOMO,10,7,267; , accesso esterno; , ; 
7503,VIA,BONI GIACOMO,10,7,,, 
7504,VIA,BONI GIACOMO,16,7,278; , accesso esterno; , ; 
7505,VIA,BONI GIACOMO,16,7,278; , accesso esterno; , ; 
7506,VIA,BONI GIACOMO,25,7,279; , accesso esterno; , ; 
7507,VIA,BONI GIACOMO,25,7,279; , accesso esterno; , ; 
7508,VIA,BONI GIACOMO,25,7,279; , accesso esterno; , ; 
7509,VIA,BONI GIACOMO,25,7,279; , accesso esterno; , ; 
7510,VIA,BONI GIACOMO,29,7,279; , accesso esterno; , ; 
7511,VIA,BONI GIACOMO,45,7,288; , accesso esterno; , ; 
7512,VIA,BONNET NINO,3,9,315; , accesso esterno; , ; 
7513,VIA,BONNET NINO,5,9,315; ,, ; 
7514,VIA,BONNET NINO,7,9,315; , accesso esterno; , ; 
7515,VIA,BONO CAIROLI ADELAIDE,11,2,274; ,, ; 
7516,VIA,BONO CAIROLI ADELAIDE,17,2,272; , accesso interno; , ; 
7517,VIA,BONO CAIROLI ADELAIDE,32,2,190; , accesso esterno; , ; 
7518,VIA,BORDIGHERA,36,5,053; , accesso esterno; , ; 
7519,VIA,BORDIGHERA,36,5,053; , accesso esterno; , ; 
7520,VIA,BORGAZZI GEROLAMO,4,1,050; ,, ; 
7521,VIA,BORGOGNA,3,1,264; , accesso esterno; , ;via borgogna 003; 
7522,VIA,BORGOGNA,3,1,264; ,, ;via borgogna 003; 
7523,VIA,BORGOGNA,7,1,191; ,, edicola;via borgogna 007; 
7524,VIA,BORGOGNA,7,1,191; , accesso esterno; , ;via borgogna 007; 
7525,VIA,BORGOGNA,7,1,191; ,, ;via borgogna 007; 
7526,VIA,BORGOMAINERIO LUIGI,17,3,,, 
7527,VIA,BORGOMAINERIO LUIGI,2,3,,, angolo via pitteri; 
7528,VIA,BORGONUOVO,12,1,253; , accesso esterno; , ;via borgonuovo 012; 
7529,VIA,BORGONUOVO,18,1,253; ,, 
7530,VIA,BORGONUOVO,18,1,253; , accesso interno; , ;via borgonuovo 018; 
7531,VIA,BORGONUOVO,1,1,304; , accesso esterno; , ;via borgonuovo 001; 
7532,VIA,BORGONUOVO,24,1,253; , accesso esterno; , ;via borgonuovo 024; 
7533,VIA,BORGONUOVO,26,1,253; , accesso esterno; , ;via dell' annunciata 031; 
7534,VIA,BORGONUOVO,27,1,300; ,, ;via borgonuovo 027; 
7535,VIA,BORGONUOVO,3,1,304; , accesso esterno; , ;via borgonuovo 003; 
