,Tipo via tmp,Nome via tmp,Civico tmp,ZD tmp,Isolato,Accesso,Info plus
19164,VIA,SAN NICOLAO,10,1,291; ,, ;via san nicolao 010; 
19165,VIA,DEL FANTE COSIMO,16,1,210; , accesso esterno; , ; 
19166,GLL,VITTORIO EMANUELE,12,1,471; , accesso esterno; , ;via foscolo ugo 003; 
19167,VIA,BRERA,28,1,304; , accesso esterno; , spaccio interno;via brera 028; 
19168,VIA,FAUCHE' GIOVANNI BATTISTA,24,8,029; , accesso esterno; , ; 
19169,PZA,SRAFFA ANGELO,6,5,119; , accesso interno; , spaccio interno; 
19170,VIA,CELORIA GIOVANNI,20,3,122; , accesso interno; , spaccio interno; 
19171,VIA,ANDREOLI DON GIUSEPPE,17,9,012; , accesso esterno; , ; 
19172,VLE,DELL' INNOVAZIONE,13,9,,, ; accesso: accesso esterno; 
19173,CSO,VENEZIA,55,1,018; , accesso interno; , c/o museo civico storia natura;cso venezia 055; 
19174,CSO,MAGENTA,65,1,227; , accesso esterno; , ;cso magenta 065; 
19175,VIA,LOMELLINA,35,4,218; , accesso esterno; , ; 
19176,VIA,PESCHIERA,1,1,132; , accesso esterno; , ; 
19177,CSO,MAGENTA,48,1,288; , accesso esterno; , ;cso magenta 048; 
19178,VIA,CARDUCCI GIOSUE',9,1,290; , accesso esterno; , ;via carducci giosue' 009; 
19179,VIA,PADOVA,355,2,089; , accesso esterno; , ; 
19180,VIA,DELLE ERBE,2,1,296; , accesso esterno; , ;via delle erbe 002; 
19181,VIA,DEI TRANSITI,9,2,349; , accesso esterno; , ; 
19182,VIA,SAN VITTORE,3,1,282; , accesso esterno; , ;gll borella giuseppe 001; 
19183,GLL,VITTORIO EMANUELE,017,1,471; , accesso esterno; ,; 
19184,VIA,MESSINA,13,8,065; , accesso esterno; , ; 
19185,VIA,CONCHETTA,2,5,125; , accesso esterno; , ; 
19186,PLE,MEDAGLIE D'ORO,3,4,163; , accesso esterno; , ; 
19187,VIA,BOSCOVICH RUGGERO,44,3,077; , accesso esterno; , ; 
19188,VIA,NENNI PIETRO,3,2,149; pto strada:1 ; , accesso esterno; , ; 
19189,LGO,SCHUSTER ILDEFONSO,1,1,390; , accesso esterno; , ;via santa tecla 004; 
19190,VLE,CONI ZUGNA,39,1,021; , accesso esterno; , ; 
19191,VIA,SAN SIRO,2,7,193; , accesso esterno; , ; 
19192,PZA,SAN CARLO loc.di vendita ammezzato,001,1,316; , accesso esterno; ,/a; 
19193,VIA,VISCONTI DI MODRONE UBERTO,008,1,195; , accesso esterno; ,/1; 
19194,codvia,,5289,8,,, num.008 ; accesso: accesso interno; 
19195,VIA,BALZARETTI GIUSEPPE,6,3,112; , accesso esterno; , ; 
19196,VIA,CONSERVATORIO,7,1,193; , accesso esterno; , ; 
19197,VIA,DANTE ALIGHIERI,12,1,370; , accesso esterno; , ;via dante alighieri 012; 
19198,mm,,2,1,990; , accesso interno; , cadorn codvia 9214 num.000 ; 
19199,PLE,BAIAMONTI ANTONIO,1,8,068; , accesso esterno; , ; 
19200,VIA,BENACO,1,4,019; , accesso esterno; , ; 
19201,VIA,OLGETTINA,60,3,004; , accesso interno; , ; 
19202,FOR,BUONAPARTE,53,1,238; , accesso esterno; , ;for buonaparte 053; 
19203,CSO,GARIBALDI GIUSEPPE,81,1,081; , accesso esterno; , ; 
19204,VIA,PASCOLI GIOVANNI,56,3,119; , accesso esterno; , ; 
19205,VIA,TEANO,010,9,006; , accesso esterno; ,/1; 
19206,VIA,VIGEVANO,11,6,057; , accesso esterno; , ; 
19207,CSO,VERCELLI,7,7,236; , accesso esterno; , ; 
19208,PZA,FONTANA,6,1,358; ,, ;pza fontana 006; 
19209,VIA,PADOVA,136,2,283; , accesso esterno; , ; 
19210,VLE,CASSIODORO,12,8,151; , accesso esterno; , ; 
19211,CSO,DI PORTA VITTORIA,28,1,109; , accesso esterno; , ; 
19212,PZA,DUCA D'AOSTA,8,2,053; , accesso esterno; , ; 
19213,VIA,PALERMO,1,1,172; , accesso esterno; , ; 
19214,VIA,DEGLI IMBRIANI,41,9,075; , accesso esterno; , ; 
19215,VLE,PIAVE,40,3,151; , accesso esterno; , ; 
19216,VLE,MONTE NERO,7,1,160; , accesso esterno; , ; 
19217,VIA,MAESTRI CAMPIONESI,20,4,073; , accesso esterno; , ; 
19218,VLE,COL DI LANA,12,5,096; , accesso esterno; , ; 
19219,VIA,VOLTA ALESSANDRO,19,1,002; , accesso esterno; , ; 
19220,VIA,SAN PROSPERO,1,1,411; , accesso esterno; , ;via san prospero 001; 
19221,VIA,VIGEVANO,35,6,051; , accesso esterno; , ; 
19222,LGO,SETTIMIO SEVERO,6,7,235; , accesso esterno; , ; 
19223,VIA,MELLONI MACEDONIO,19,4,004; , accesso esterno; , ; 
19224,VIA,CESARIANO CESARE,9,1,125; , accesso esterno; , ; 
19225,VIA,VITRUVIO,43,2,054; , accesso esterno; , ; 
19226,CSO,BUENOS AIRES,75,3,007; , accesso esterno; , invito cess/sosp; 
19227,VLE,ESPINASSE CARLO,158,8,154; , accesso esterno; , ; 
19228,VIA,CENISIO,47,8,028; , accesso esterno; , ; 
19229,FOR,BUONAPARTE,74,1,240; , accesso esterno; , ;for buonaparte 074; 
19230,LGO,GIAMBELLINO,118,6,138; , accesso esterno; , ; 
19231,VIA,LAMARMORA ALFONSO,19,1,114; , accesso esterno; , ; 
19232,VIA,GIOIA MELCHIORRE,74,2,197; , accesso esterno; , ; 
19233,VIA,SANTA MARIA VALLE,002,1,398; , accesso esterno; ,/b; 
19234,VIA,TORINO,23,1,444; , accesso esterno; , ;via torino 023; 
19235,VIA,GOVONE GIUSEPPE,29,8,013; , accesso esterno; , ; 
19236,VLE,BRIANZA,8,2,356; ,, ; 
19237,VIA,CARDUCCI GIOSUE',13,1,282; , accesso esterno; , ;via carducci giosue' 013; 
19238,VIA,DANTE ALIGHIERI,12,1,370; , accesso esterno; , ;via dante alighieri 012; 
19239,VIA,SOLFERINO,12,1,247; , accesso esterno; , ; 
19240,VIA,RESSI ADEODATO,21,2,123; , accesso esterno; , ; 
19241,CSO,LODI,130,4,055; , accesso esterno; , ; 
19242,PLE,LODI,3,4,,, viale umbria ang. v.p.colletta; accesso: accesso interno; 
19243,VIA,RIPAMONTI GIUSEPPE,038,5,,,/a; accesso: accesso esterno; 
19244,VIA,ARIBERTO DA INTIMIANO,3,1,133; , accesso esterno; , ; 
19245,CSO,EUROPA,10,1,317; , accesso esterno; , ;via cavallotti felice 013; 
19246,VIA,PALMIERI NICOLA,61,5,,, ; accesso: accesso esterno; 
19247,VIA,PALMIERI NICOLA,61,5,024; , accesso esterno; , ; 
19248,VIA,MARX CARLO,23,7,042; , accesso esterno; , ; 
19249,CSO,SEMPIONE,34,8,059; , accesso esterno; , ; 
19250,VLE,CERTOSA,290,8,141; , accesso esterno; , ; 
19251,PZA,VENTIQUATTRO MAGGIO,1,5,052; , accesso esterno; , ; 
19252,CSO,VENTIDUE MARZO,4,4,043; , accesso esterno; , ; 
19253,PLE,LODI,3,4,,, viale umbria ang. v.p.colletta; accesso: accesso interno; 
19254,VIA,GIAMBELLINO,5,6,165; , accesso esterno; , ; 
19255,VIA,MOLINO DELLE ARMI,31,1,212; , accesso esterno; , ;via molino delle armi 031; 
19256,VIA,PIRELLI GIOVANNI BATTISTA,11,2,308; , accesso esterno; , ; 
19257,VIA,CAGNOLA LUIGI,7,1,136; , accesso esterno; , ; 
19258,VIA,RIPAMONTI GIUSEPPE,195,5,166; , area ap.rec.; , ; 
19259,VLE,MONTE NERO,20,4,157; , accesso esterno; , ; 
19260,CSO,MATTEOTTI GIACOMO,8,1,361; , accesso esterno; , ;cso matteotti giacomo 008; 
19261,VIA,CORRENTI CESARE,20,1,281; , accesso esterno; , ;via correnti cesare 020; 
19262,CSO,VERCELLI,37,7,235; , accesso esterno; , ; 
19263,VIA,SAN PROTASO,3,1,412; , accesso esterno; , ;via grossi tommaso 010; 
